text_content,label
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/58244 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/36819 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/43174 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/76707",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (124),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/36512 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (494),0
I've attached the final report for the project. Please review it by end of day. (49),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (1054),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/31384",1
I've attached the final report for the project. Please review it by end of day. (704),0
I've attached the final report for the project. Please review it by end of day. (339),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (598),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/72292 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (483),0
I've attached the final report for the project. Please review it by end of day. (297),0
I've attached the final report for the project. Please review it by end of day. (322),0
I've attached the final report for the project. Please review it by end of day. (374),0
I've attached the final report for the project. Please review it by end of day. (305),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/89676 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (986)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (78),0
I've attached the final report for the project. Please review it by end of day. (237),0
I've attached the final report for the project. Please review it by end of day. (618),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/36715",1
I've attached the final report for the project. Please review it by end of day. (73),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (351)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (69)",0
I've attached the final report for the project. Please review it by end of day. (162),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (544),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/82430 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/13191 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (978),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/57064",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/46041",1
I've attached the final report for the project. Please review it by end of day. (233),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/41750",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (425),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (554)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (979),0
I've attached the final report for the project. Please review it by end of day. (76),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/86559 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (817),0
I've attached the final report for the project. Please review it by end of day. (365),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (614),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (332)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/79122 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (429),0
I've attached the final report for the project. Please review it by end of day. (203),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (774)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/95595 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/33711",1
I've attached the final report for the project. Please review it by end of day. (679),0
I've attached the final report for the project. Please review it by end of day. (30),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/47148 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/66264",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/97266",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/66942 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/10126 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (1033),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/25563 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/33196 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (99)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/28133 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (976),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (721),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/40090 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (464),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/17788 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (168)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (946)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (745),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/59437 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (901)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/25036",1
I've attached the final report for the project. Please review it by end of day. (486),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (478)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (548)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/70428 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (32),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/58320",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/88617",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (220)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/22329",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/53596 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (932),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (886)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (185)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (526),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (985)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/33874 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/99099 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (44)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (254)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/82240",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/26478",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (324),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (196),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/37490 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/46914",1
I've attached the final report for the project. Please review it by end of day. (482),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (59),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/21122 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/36649 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (316),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/93369",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/15109 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (923),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (599)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/54139",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (743)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (123),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/84131 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (382)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (450)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/27014 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (1079)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (575)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (839)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/78926",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (530),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (869),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (650),0
I've attached the final report for the project. Please review it by end of day. (987),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (371),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/42174",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/80017",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/38228 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (506)",0
I've attached the final report for the project. Please review it by end of day. (67),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/21302",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/85932 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/60108",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/71413",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (767)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/69321 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (865),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/74027",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (576)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (307),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (1047)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/82099 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/49882 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/78619 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (787),0
I've attached the final report for the project. Please review it by end of day. (366),0
I've attached the final report for the project. Please review it by end of day. (383),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/56163",1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/23760",1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (759),0
I've attached the final report for the project. Please review it by end of day. (261),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (798),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (240)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (674)",0
I've attached the final report for the project. Please review it by end of day. (1049),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (948)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (841)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (610),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/73437 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (71),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/58908 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (259)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (51)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (778),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (367),0
I've attached the final report for the project. Please review it by end of day. (535),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/65761 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (582),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (331)",0
I've attached the final report for the project. Please review it by end of day. (453),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/72539 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/74309 to avoid suspension. Reply STOP to opt out.,1
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/23230",1
I've attached the final report for the project. Please review it by end of day. (481),0
I've attached the final report for the project. Please review it by end of day. (807),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (408),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (730),0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/99899",1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/83384 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (413),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (799),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (529)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (141),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (917)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (651)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/59812 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (381),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (438),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/84055 to avoid suspension. Reply STOP to opt out.,1
I've attached the final report for the project. Please review it by end of day. (271),0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (184)",0
"Click here for massive savings on your next purchase! Limited time offer, don't miss out! Link: http://deals.com/21190",1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (244)",0
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (915)",0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/37598 to avoid suspension. Reply STOP to opt out.,1
"Hi, can we reschedule our meeting to 3 PM tomorrow? Let me know if that works for you. (677)",0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (350),0
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (342),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/99906 to avoid suspension. Reply STOP to opt out.,1
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/37424 to avoid suspension. Reply STOP to opt out.,1
Just a reminder that your appointment is set for next Tuesday at 9:00 AM. (846),0
URGENT! Your bank account requires immediate verification. Click the link NOW: http://scam.link/59268 to avoid suspension. Reply STOP to opt out.,1
